sentence,relation,head,head_offset,tail,tail_offset
"﻿在施氮和不施氮两种条件下,对农大108F2∶4家系秸秆主要品质性状中的粗蛋白(CP)、粗脂肪(CF)、酸性洗涤纤维(ADF)和中性洗涤纤维(NDF)含量进行了初步分析。",影响,施氮,2,粗蛋白(CP),36
"﻿针对气候变化引起的玉米高温热害,运用国内耐热性较强的骨干自交系和美国优异种质,经过7代筛选,选育出配合力高、性状稳定、结实性好、耐热性强的优良母本自交系Z635和父本自交系ZH79,组配出高产、优质、耐热、综合抗病性强的玉米单交种金秋119,并研发了以适期适密播种、缓控释肥一次施用、病虫草害绿色防控为关键技术的配套高产栽培技术。",表现,Z635,77,耐热性强,65
茎秆田间抗拉弯强度可用密度、茎粗和气生根数3个性状进行线性估计;茎秆室内横折强度可用穗位高度、茎粗和茎秆穿刺强度进行有效估计。,方法,密度,11,茎秆田间抗拉弯强度,0
"说明单穗粒重、百粒重、穗长等是提高玉米产量的主要因素,穗行数、穗粗次之,而灰斑病、小斑病是玉米产量降低的主要因素。",影响,单穗粒重,2,提高玉米产量,15
"以两个玉米自交系郑58(Z58)和B73为对照,对从甲基磺酸乙酯(ethyl methanesulphonate,EMS)处理后的不同玉米诱变群体中筛选到的2株黄叶突变体yl-1(yellow leaf-1,Z58背景)、yl-2(yellow leaf-2,B73背景)以及从玉米自交系Z58中发现的1株自然黄叶突变体yl-3(yellow leaf-3)等3个表型相似的玉米黄叶突变体的形态特征、光合色素含量、叶绿素合成前体物质含量进行了比较研究。",表现,玉米黄叶突变体,187,光合色素含量,200
"﻿以玉米自交系L26和095组配的F2世代为作图群体,采用SSR分子标记技术和复合区间作图法对玉米茎粗等7个株型性状进行基因定位。",方法,玉米茎粗,47,复合区间作图法,39
"结果表明:株高、叶夹角、穗长、穗粗、秃尖、结实长、穗行数、行粒数、容重、子粒长、子粒厚11个性状的遗传符合加性-显性模型,穗粗、穗行数、容重、子粒长、子粒厚以加性效应为主;穗位、百粒重、子粒宽的遗传符合加性-显性-上位性模型,其中子粒宽以上位性效应为主;除容重、子粒厚外,各性状的显性方向为正向显性;除子粒宽、子粒厚外,各性状还受到细胞质效应的影响;狭义遗传力排序为子粒长>子粒宽>容重>穗行数>穗粗>子粒厚>百粒重>株高>穗位>叶夹角>穗长>秃尖>结实长>行粒数。",方法,子粒厚,40,狭义遗传力,175
"此外,发现茎秆抗推力与株高、穗位高、雄穗长和雄穗柄长有显著或极显著相关性,但是在各个环境中相关关系不稳定,环境可能具有一定的影响。",影响,茎秆抗推力,5,穗位高,14
"采用完全随机区组设计进行试验,分析了株高、抽丝期、结穗率、穗行数、行粒数、倒伏率、百粒重、单株产量8个性状的GCA、SCA和TCA。",方法,结穗率,25,GCA,54
"不同氮素处理下,检测出一些共有的玉米氮响应的主效QTLs,如qLAI3b(umc1844~umc1320~bnlg1182)、qLN7a(umc1642~umc2160~umc1929)、qLN7b(phi328175)。这些区段可能在玉米氮素吸收、转运和利用过程中起重要作用,可作为下一步精细定位和图位克隆玉米叶片相关基因的重要候选区域。",调控,QTLs,24,利用过程中,129
"﻿从武陵山区玉米地方品种中选取10个有代表性的纯系品种,按完全双列杂交组配45个杂交组合,研究播期效应对穗长、秃尖长、穗行数、行粒数、穗重、穗粒重和百粒重7个经济性状配合力的影响。",方法,秃尖长,55,配合力,83
"在正常供氮条件下L18的单穗产量比Y478高17.21%,显著增加,行粒数极显著增加,百粒重显著减小;低氮条件下,L18单穗粒重比轮回亲本Y478显著减少,达到20.64%,行粒数显著增加,百粒重极显著减小。",影响,正常供氮条件,1,单穗产量,12
"遗传分析表明,苗期叶面积、苗期叶干重、拨节期叶干重等性状,优质蛋白玉米与普通玉米均为非加性效应在遗传中占主导地位,粒行数均是加性效应在遗传中占比重较大;而喇叭口期叶面积、叶面积增长速率、出叶速率、平均灌浆速率、百粒重、单株穗重等性状,优质蛋白玉米以加性效应在遗传中占主导地位,而普通玉米却是非加性效应在遗传中占比重较大。",调控,加性效应,43,粒行数,57
"结果表明,抽丝期、株高、茎粗、穗长和百粒重主要受加性基因效应影响,狭义遗传力高,适合早代选择;茎强度、穗粗、穗行数和行粒数受加性基因和非加性基因效应同等影响;而穗位高、穗重、穗粒重和出籽率主要受非加性基因效应影响,狭义遗传力低,宜晚代选择。",方法,百粒重,18,加性基因效应,24
"﻿玉米抗旱性状和表型极为复杂多样,主要涉及到根系生长。",表现,玉米,1,表型,8
"其中湘玉超甜1号高产、稳产,优质、抗倒抗病力强,食味和商品性好,宜在全省推广",表现,湘玉超甜1号,2,优质,14
"ZmMATE884基因在玉米根、上枝叶、下枝叶和胚中有较高表达;ZmMATE884蛋白部分定位于高尔基体/内体上;ZmMATE884基因的拟南芥过表达转基因植株表现为莲座叶发生速率加快且开花提前;在无糖和含质量分数1%蔗糖的1/2MS固体培养基上黑暗生长6d及光下生长7d后,ZmMATE884基因的拟南芥转基因过表达系下胚轴明显短于野生型。",表现,拟南芥,69,莲座叶发生速率加快,83
"﻿按Griffing双列杂交方法Ⅳ对9个优质蛋白玉米(QPM)骨干自交系进行组配,将获得的36个杂交组合在云南省的昆明、保山、德宏3种不同生态条件下进行鉴定,对自交系的单株产量、株高、穗位高、穗长、穗粗、穗行数、行粒数、千粒重和胚乳硬度进行配合力分析和遗传参数估算。",方法,株高,89,遗传参数估算,126
"通过对20个不同基因型材料的单倍体诱导结果表明,单倍体诱导率介于5.50%~15.94%,平均单倍体诱导率为10.40%,是Stock6的10倍;子粒Navajo标记性状明显、稳定,花粉量大、结实性好、抗病性强,是优良的单倍体诱导系。",调控,基因型,8,单倍体诱导率,24
"在正常供水条件下,TIP1-1基因在抗旱性强的天四和户单4号根系中表达量较多,而在不抗旱的803根系中的表达量较少。",表现,天四,23,抗旱性强,18
"﻿介绍玉米优良杂交种的田间形态指标,包括产量、穗部性状、株形与株高、生育期、抗倒性等方面内容,以指导玉米育种。",表现,玉米优良杂交种,3,抗倒性,38
"﻿利用空间环境诱变技术与常规育种技术相结合,选育的m3021玉米自交系,具有株型紧凑、农艺性状优良、抗逆性强、配合力高、自身生产力高的特性。",表现,m3021玉米自交系,25,自身生产力高,60
"﻿近30年来,我国玉米品种的推广历经了从丹玉13、掖单13、农大108为代表的晚熟、稀植大穗型品种之后,逐步转型至郑单958和先玉335等早熟、耐密型的品种时代。",表现,掖单13,25,大穗型,44
"其他各性状之间相关关系不显著,但雄穗主枝长度与雌穗穗粗、行粒数的相关关系为正相关,与雌穗穗行数的相关关系为负相关;雄穗分枝数与雌穗穗粗的相关关系为正相关,与雌穗穗长、穗行数、行粒数的相关关系为负相关。",影响,雄穗主枝长度,16,雌穗穗粗,23
"﻿因为玉米灌浆后期叶片叶绿素含量变化可直接影响植株的光合效率并最终影响产量,同时叶片光合效率以及叶绿素代谢受光照环境影响较大,所以对不同环境下玉米叶片叶绿素衰减速率进行初步研究,可为培育出适宜种植环境的优良高产玉米品种提供理论依据。",表现,叶片,9,植株的光合效率并最终影响产量,23
"乙烯利处理显著降低了亲本许178、黄C、齐319和lx9801的株高和穗位高,显著缩短了基部节间长度;乙烯利处理后显著提高了基部伸长节间PAL和IAAO活性,显著降低了节间IAA和GA4含量,提高了脱落酸含量,降低了GA4/ABA比值。",表现,齐319,20,株高,32
"结果表明,在2个氮水平下,玉米苗期根系性状的一般配合力、特殊配合力都存在显著的基因型差异,而且不同的基因型在氮胁迫下的反应也不尽相同。",方法,苗期根系性状,15,特殊配合力,28
"﻿选择两个微胚乳超高油玉米组合0410×1155和0417×1025,通过P1、F1、P2、B1、B2和F26个世代联合分析法,研究分析了几个产量性状的遗传规律。",表现,P1,37,产量性状,71
"利用包含199个SSR标记的遗传连锁图谱与复合区间作图法,在N-条件下,拔节期、小喇叭口期、大喇叭口期、灌浆期分别定位1、1、2和2个非条件QTL,可分别解释各时期株高表型变异的8.42%、13.86%、24.33%和22.66%;在N+条件下,相应时期分别定位1、1、2和4个非条件QTL,可分别解释各时期株高表型变异的8.10%、12.92%、21.30%和44.41%。",影响,N-条件,30,拔节期,36
"﻿本文运用灰色系统理论关联度分析法综合评价了20个玉米杂交种,该方法避免了以往品种试验中单独以产量为标准进行品种评估的局限性,而对株高、穗位高、叶面积、抽雄期、穗长、穗粗、穗行数、行粒数、百粒重、出籽率等重要农艺性状和产量等共11个性状共同进行量化处理,以得到较完整系统的试验信息,对试验品种做出更加科学的评价。",表现,玉米杂交种,25,百粒重,94
"在低光、高氮下和高光、低氮下对玉米苗期地上部干重、根干重、根冠比、最大根长进行了QTL定位分析,两种条件下共定位到21个与苗期根冠性状相关的QTL位点,低光、高氮条件下定位到11个QTL位点,高光、低氮条件下定位到10个QTL位点,分别位于第1、2、3、4、5、6、7、9染色体上。",影响,低光,1,根冠比,29
"苞叶的几个农艺性状主要受加性基因效应的控制,因此通过亲本的选择改良可以有效地改良其苞叶农艺性状",调控,加性基因效应,12,农艺性状,5
"利用玉米A188×91黄15的139个F2∶3家系,在新疆和北京两年对不同水分条件下的开花相关性状(抽雄天数、吐丝天数、开花天数、开花吐丝间隔期ASI)进行了QTL分析。",方法,开花吐丝间隔期ASI,65,QTL分析,79
"﻿利用17个玉米杂交种通过对7个穗部性状与产量进行相关和通径分析,结果表明:结实长、出籽率、穗长、行粒数、穗行数、千粒重与产量的相关系数均为正值且较大;出籽率、结实长、千粒重、穗粗、穗长对产量的直接通径系数也为正值且较大。",方法,千粒重,57,相关系数,64
"自交系渝9573、1074在产量性状方面表现出较好的一般配合力,具有较好的育种利用潜力,自交系S273在产量方面与绵723有较强杂种优势,可作为未来高产杂交种的选配模式。",表现,自交系渝9573,0,产量性状方面表现出较好的一般配合力,14
"为促进黑龙江省松嫩平原中南部玉米实现粒收和构建节本增效栽培模式,本研究以松嫩平原中南部不同基因型玉米品种为研究对象,对比分析了不同基因型品种的出苗质量、植株和籽粒宜机收特性。",表现,品种,50,出苗质量,71
"结果表明:甜玉米自交系按品质性状聚分为5类,不同类别间呈显著差异;Ⅳ类具有高氨基酸、高蛋白、低淀粉、高脂肪和较高含水量优势,但种皮较厚;Ⅲ类具有较高氨基酸、较高蛋白、较低淀粉、较高脂肪、高含水量和较薄种皮;Ⅱ类的种皮最薄,但品质性状整体较差;Ⅰ类和Ⅴ类的品质性状整体处于居中水平。",表现,Ⅲ类,68,较高蛋白,78
﻿阐述了利用78599系×黄改系的杂优模式选育的高产、高抗玉米新品种长城29的产量表现、栽培要点、生物学特性等生物性状及两亲本的来源和特征。,表现,玉米新品种,29,产量表现,39
"该研究以玉米为研究对象,获取5个生育期无人机图像序列,结合小波变换与双三次插值对数码影像进行超分辨率重建,提取原始影像和重建影像的冠层结构、光谱等参数。",方法,进行超分辨率重建,44,小波变换,29
"转基因玉米的种植面积每年都稳步上升,转基因玉米的也由单一的Bt或HT转变为多基因多性状的叠加,将抗玉米螟和抗Rootworm结合,使玉米的地上部和地下部都得到了有效的保护,再加之抗除草剂基因的叠加,使得转基因品种在生产上更具竞争力。",表现,转基因玉米,0,抗Rootworm,53
"对果穗出籽率性状的选择效果受环境影响较大,宜在较晚世代进行选择。",影响,环境,14,出籽率性状,3
"湘康玉1号综合性状优良,品质优,全籽粒含蛋白质11.98%;产量高,2007~2008年参加湖南省杂交玉米区试,平均产量529.9kg/667m2,比CK临奥1号增产9.88%;抗病,抗性鉴定大斑病(3级)抗,小斑病(1级)高抗,茎腐病(病株率4.4%)抗,纹枯病(3级)抗;株型半紧凑,抗倒伏、倒折。",表现,CK临奥1号,75,抗性,92
